#Precinct,Precinct ID,Precinct Reporting,Registered Voters,Ballots Cast,Turnout Percentage,Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,Absentee Mail In Votes,Absentee Mail In Overvotes,Absentee Mail In Undervotes,Absentee Mail In Invalid Votes,Absentee Walk In Votes,Absentee Walk In Overvotes,Absentee Walk In Undervotes,Absentee Walk In Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes,Election Day Voting Votes,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes
B101-CLEMENS HTS - REP,189,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - REP,189,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - REP,189,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - REP,189,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - REP,189,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - REP,189,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - REP,189,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - REP,189,Not Reporting,0,0,0,STATE REPRESENTATIVE 45th Representative District,12,,Thomas JEFFERSON,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - REP,189,Not Reporting,0,0,0,STATE REPRESENTATIVE 45th Representative District,12,,Killian TIMONEY,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - DEM,190,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - DEM,190,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - DEM,190,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - DEM,190,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - DEM,190,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - DEM,190,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - DEM,190,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - DEM,190,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B101-CLEMENS HTS - DEM,190,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - REP,191,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - REP,191,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - REP,191,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - REP,191,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - REP,191,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - REP,191,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - REP,191,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - DEM,192,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - DEM,192,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - DEM,192,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - DEM,192,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - DEM,192,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - DEM,192,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - DEM,192,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - DEM,192,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B102-BARKLEY - DEM,192,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - REP,193,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - REP,193,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - REP,193,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - REP,193,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - REP,193,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - REP,193,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - REP,193,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - REP,193,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Emma Lee CURTIS,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - REP,193,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Brenda MONARREZ,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - REP,193,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,John Brack MARQUETTE,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,STATE REPRESENTATIVE 93rd Representative District,7,,Sarah RITTER,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,STATE REPRESENTATIVE 93rd Representative District,7,,Adrielle CAMUEL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Emma Lee CURTIS,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Brenda MONARREZ,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - DEM,194,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,John Brack MARQUETTE,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - NP,195,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Emma Lee CURTIS,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - NP,195,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Brenda MONARREZ,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B103-SAYRE VILLAGE - NP,195,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,John Brack MARQUETTE,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - REP,196,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - REP,196,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - REP,196,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - REP,196,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - REP,196,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - REP,196,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - REP,196,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - REP,196,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Emma Lee CURTIS,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - REP,196,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Brenda MONARREZ,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - REP,196,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,John Brack MARQUETTE,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,STATE REPRESENTATIVE 93rd Representative District,7,,Sarah RITTER,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,STATE REPRESENTATIVE 93rd Representative District,7,,Adrielle CAMUEL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Emma Lee CURTIS,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Brenda MONARREZ,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - DEM,197,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,John Brack MARQUETTE,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - NP,198,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Emma Lee CURTIS,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - NP,198,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Brenda MONARREZ,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B104-BRIGADOON - NP,198,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,John Brack MARQUETTE,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - REP,199,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - REP,199,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - REP,199,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - REP,199,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - REP,199,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - REP,199,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - REP,199,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - DEM,200,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - DEM,200,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - DEM,200,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - DEM,200,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - DEM,200,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - DEM,200,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - DEM,200,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - DEM,200,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B105-BROOKHAVEN - DEM,200,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - REP,201,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - REP,201,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - REP,201,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - REP,201,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - REP,201,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - REP,201,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - REP,201,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - REP,201,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Emma Lee CURTIS,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - REP,201,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Brenda MONARREZ,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - REP,201,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,John Brack MARQUETTE,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - DEM,202,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - DEM,202,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - DEM,202,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - DEM,202,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - DEM,202,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - DEM,202,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - DEM,202,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - DEM,202,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - DEM,202,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B106-WILDWOOD - DEM,202,Not Reporting,0,0,0,STATE REPRESENTATIVE 93rd Representative District,7,,Sarah RITTER,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
